,TxGrowth,AddressCount,BlockTime,AvgGasPrice,NetworkHash,TransactionFee,BlockReward,count,likes_avg,retweets_avg,sentiment_avg,PriceChange
2019-09-25,0.5015316326069047,0.827522435938475,0.020091848450057386,0.02917899319643255,0.6645585569211981,0.27697981837308033,0.12543218813399498,302.0,74.18211920529801,46.94701986754967,0.2666321192052981,1
2019-09-26,0.48670175097752344,0.8281598504175074,0.018369690011481074,0.018796923135861506,0.6666351306962879,0.20725323016166075,0.12099124670203545,335.0,48.09253731343285,414.24776119402986,0.19352268656716415,0
2019-09-27,0.4614570642336535,0.8287749094344536,0.02698048220436274,0.019295331405307998,0.6576175711524478,0.21070150527950887,0.11789806551162503,329.0,48.37689969604863,76.17933130699087,0.2346197568389058,1
2019-09-28,0.44975941021577814,0.8292816186874024,0.012629161882893163,0.01635933955083288,0.6612339383235083,0.20643428343831766,0.12291049538523083,224.0,55.026785714285715,297.41517857142856,0.1430330357142857,0
2019-09-29,0.43799056920673224,0.8298371431876407,0.01722158438576343,0.017365124620558933,0.6570095165685598,0.1923125839043422,0.12462496071016964,227.0,45.88986784140968,2467.629955947137,0.1650986784140969,0
2019-09-30,0.5061654608134152,0.8305918692638605,0.018943742824339846,0.015421896819540915,0.6530925013941564,0.17231190147095654,0.11966729847888827,275.0,83.0690909090909,59.57818181818182,0.17793054545454542,1
2019-10-01,0.47735623379290965,0.8319149349343076,0.01664753157290466,0.008014790120942162,0.6559720883208435,0.08622335822014926,0.12444875177399536,299.0,37.31103678929766,110.21070234113712,0.24123277591973236,0
2019-10-02,0.464056130942538,0.833166360518001,0.024684270952927655,0.008005724679096708,0.635665450074204,0.08188437635339198,0.11670746459152864,304.0,53.48355263157895,30.828947368421048,0.1928072368421053,1
2019-10-03,0.45519631666643184,0.8342996558230341,0.018943742824339846,0.009756791275649983,0.6314401382410394,0.1090624518776665,0.12129842173942032,363.0,59.23415977961432,163.55647382920108,0.2517694214876033,0
2019-10-04,0.436663969965022,0.8352420891873561,0.01607347876004589,0.00997558166486233,0.6360048818920752,0.08360895543296094,0.12275333606377811,283.0,68.09540636042402,566.6007067137809,0.18252544169611307,1
2019-10-05,0.44031304479367267,0.8361743927329204,0.012629161882893163,0.008567624687379052,0.6378707870330159,0.07203819796537819,0.12358437550600539,198.0,95.97474747474749,220.82828282828282,0.1694762626262626,1
2019-10-06,0.4229990337849011,0.8378943224341614,0.010907003444316849,0.007018182778414429,0.6409916632451588,0.06575081178757182,0.12478688243530274,278.0,48.327338129496404,59.50359712230216,0.08806223021582732,0
2019-10-07,0.46572086839230853,0.8389163425534005,0.021814006888633698,0.007885993479386568,0.6337053737790793,0.07393748043207479,0.11775757460305365,240.0,60.4625,46.40416666666667,0.21889625,1
2019-10-08,0.5257782184120704,0.8400087365320484,0.026406429391503967,0.008014219031716417,0.6292730729552833,0.07875827210649772,0.11656935488479746,269.0,77.17843866171003,197.78066914498143,0.19140334572490708,1
2019-10-09,0.5561669067991734,0.8410818969539602,0.021814006888633698,0.010326622861462421,0.6272275805898021,0.09632334548392264,0.11883864023850117,336.0,78.90476190476191,78.36904761904762,0.21912172619047615,1
2019-10-10,0.5226296771150879,0.8423147111788368,0.0258323765786452,0.009140055477451602,0.6380537256572655,0.0842289586075243,0.11675746983017268,343.0,58.58892128279884,324.0,0.15576239067055395,0
2019-10-11,0.5200684284952627,0.8434055660363158,0.023536165327210114,0.008634124256696744,0.6548787507886307,0.07929100923800025,0.11884340264218156,317.0,121.58675078864351,81.7160883280757,0.2002520504731861,0
2019-10-12,0.4694789483011892,0.844397022047234,0.02755453501722151,0.007739709140688203,0.6322433589536032,0.0659033454809092,0.11463343778872072,229.0,95.24890829694323,3414.262008733624,0.2135777292576419,0
2019-10-13,0.41934773436277634,0.845246344038707,0.024684270952927655,0.008467009431838939,0.6517865893178127,0.06331972764266484,0.11907914162436065,217.0,128.6082949308756,2060.7281105990783,0.204642396313364,1
2019-10-14,0.48145541803448266,0.8463783622006424,0.019517795637198618,0.008472699789220606,0.6376703906384233,0.0749849738246589,0.11839335549438512,351.0,79.93162393162393,29.584045584045587,0.1879535612535613,1
2019-10-15,0.5111923005336799,0.8475083609482781,0.010332950631458079,0.008355721825719245,0.6745399474477876,0.07877681706502285,0.1251988303536561,413.0,58.3317191283293,267.9176755447942,0.18677578692493949,0
